date_time_(UTC),channel,duration,https://archive.org/details/,text
2019-03-29 00:05:00,BBCNEWS,21,BBCNEWS_20190329_000000_Newsday/start/300,JUAN GUAIDO BARRED FROM PUBLIC OFFICE. Venezuelan opposition leader barred for 15 years\nBANGLADESH TOWER BLOCK FIRE. Officials tear number of victims could rise above 19\nLANITA CARTER. R Kelly accuser
2019-03-29 00:05:00,CNNW,61,CNNW_20190329_000000_Anderson_Cooper_360/start/300,AT LEAST 3OO PAGES
2019-03-29 00:05:00,FOXNEWSW,25,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/300,"TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE\nTRUMP: AFTER 3 YEARS OF LIES, SMEARS. & SLANDER THE RUSSIA HOAX IS FINALLY DEAD\nTRUMP: AFTER 3 YEARS OF LIES, SMEARS. & SLANDER THE..."
2019-03-29 00:05:00,MSNBCW,15,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/300,SCHIFF: NOT OK TRUMP SOUGHT THE KREMLIN'S HELP. IN A DEAL THAT WOULD MAKE HIM A FORTUNE \\\nI JUSTICE DEPT. OFFICIAL: MUELLER REPORT RUNS OVER 3OO PAGES I
2019-03-29 00:06:00,BBCNEWS,21,BBCNEWS_20190329_000000_Newsday/start/360,SAUDI WOMEN ACTIVISTS 'TEMPORARILV RELEASED'. Three women are accused of 'cyber crime' o\ufb02ences
2019-03-29 00:06:00,FOXNEWSW,26,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/360,u\u2014. TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE
2019-03-29 00:07:00,CNNW,42,CNNW_20190329_000000_Anderson_Cooper_360/start/420,"AT LEAST 3OO PAGES\nTEMPERS FLARE AS TRUMP ALLIES, CRITICS DIG IN OVER RUSSIA"
2019-03-29 00:07:00,MSNBCW,48,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/420,I JUSTICE DEPT. OFFICIAL: MUELLER REPORT RUNS OVER 3OO PAGES I\nI SEN. RICHARD BLUMENTHAL stagggg\ufb01gmm
2019-03-29 00:08:00,CNNW,52,CNNW_20190329_000000_Anderson_Cooper_360/start/480,"TEMPERS FLARE AS TRUMP ALLIES, CRITICS DIG IN OVER RUSSIA\nTEMPERS FLARE AS TRUMP ALLIES CRITICS DIG IN OVER RUSSIA. . Rep. RO Khanna (D) California"
2019-03-29 00:09:00,BBCNEWS,17,BBCNEWS_20190329_000000_Newsday/start/540,BBC.COM/news
2019-03-29 00:10:00,BBCNEWS,10,BBCNEWS_20190329_000000_Newsday/start/600,NEW ZEALAND MOSQUE ATTACKS. Memorial held at Hagley Park opposite AI Noor mosque\nNEW ZEALAND MOSGUE ATTACKS. Semi-automatic guns & assault rifles to be banned\nHYWEL GRIFFITH. Christchurch\nJACINDA ARDERN. New Zealand...
2019-03-29 00:10:00,CNNW,33,CNNW_20190329_000000_Anderson_Cooper_360/start/600,"PRES. TRUMP CALLS INTEL CHAIRMAN A \""PENCIL NECK\""\nTEMPERS FLARE AS TRUMP ALLIES, CRITICS DIG IN OVER RUSSIA"
2019-03-29 00:10:00,FOXNEWSW,27,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/600,"TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE\nTRUMP RALLY UNDERWAY NOW. NEXT: TUCKER CARLSON RESPONDS\nTRUMP: AFTER 3 YEARS OF LIES, SMEARS. & SLANDER THE RUSSIA HOAX IS EINALLY DEAD"
2019-03-29 00:10:00,MSNBCW,55,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/600,I JUSTICE DEPT. OFFICIAL: MUELLER REPORT RUNS OVER 3OO PAGES I
2019-03-29 00:11:00,BBCNEWS,11,BBCNEWS_20190329_000000_Newsday/start/660,NEW ZEALAND MOSQUE ATTACKS. Most victims were migrants or refugees\nNEW ZEALAND MOSQUE ATTACKS. Memorial televised live across New Zealand\nNEW ZEALAND MOSOUE ATTACKS. 5O people killed in two mosques by...
2019-03-29 00:11:00,CNNW,60,CNNW_20190329_000000_Anderson_Cooper_360/start/660,"PRES. TRUMP CALLS INTEL CHAIRMAN A \""PENCIL NECK\""\nPRES. TRUMP CALLS INTEL CHAIRMAN A \""PENCIL NECK\"". . Rep. RO Khanna (D) Oversight and Reform Committee"
2019-03-29 00:11:00,MSNBCW,45,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/660,I JUSTICE DEPT. OFFICIAL: MUELLER REPORT RUNS OVER 3OO PAGES I\nI ELIZABETH HOLTZMAN B\ufb01hgnggg\ufb01GREsswor/IAN
2019-03-29 00:12:00,BBCNEWS,11,BBCNEWS_20190329_000000_Newsday/start/720,NEW ZEALAND MOSGUE ATTACKS. Memorial held at Hagley Park opposite AI Noor mosque\nNEW ZEALAND MOSQUE ATTACKS. Semi-automatic guns & assault rifles to be banned\nNEW ZEALAND MOSGUE ATTACKS. Most victims were migrants...
2019-03-29 00:12:00,FOXNEWSW,33,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/720,TRUMP: I LOVE CAMPAIGNING. AGAINST THE GREEN NEW DEAL
2019-03-29 00:12:00,MSNBCW,62,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/720,I JUSTICE DEPT. OFFICIAL: MUELLER REPORT RUNS OVER 3OO PAGES I
2019-03-29 00:13:00,BBCNEWS,21,BBCNEWS_20190329_000000_Newsday/start/780,BATTLE AGAINST CANCER
2019-03-29 00:13:00,CNNW,56,CNNW_20190329_000000_Anderson_Cooper_360/start/780,"PRES. TRUMP CALLS INTEL CHAIRMAN A \""PENCIL NECK\"
2019-03-29 00:13:00,FOXNEWSW,31,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/780,l TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE\nTRUMP: I LOVE CAMPAIGNING. AGAINST THE GREEN NEW DEAL
2019-03-29 00:13:00,MSNBCW,27,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/780,I BARR LETTER RAISES MORE QUESTIONS THAN |T ANSWERS '\nI JUSTICE DEPT. OFFICIAL: MUELLER REPORT RUNS OVER 3OO PAGES I\nFMR. WHITE HOUSE COUNSEL. I BOB BAU ER TO PRESIDENT BARACK OBAMA
2019-03-29 00:14:00,FOXNEWSW,31,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/840,"TRUMP: GREEN NEW DEAL MEANS NO MORE. PLANES, COWS & ONLY 1 CAR FOR EACH FAMILY\nTRUMP: GREEN NEW DEAL MEANS NO MORE. PLANES, COWS & ONLY 1 CAR FOR EACH FAMILY. . . . l"
2019-03-29 00:15:00,BBCNEWS,20,BBCNEWS_20190329_000000_Newsday/start/900,SOLSKJAER CONFIRMED As MAN UTD BOSS. More on Sport Today in 3O minutes\nNZ REMEMBRANCE SERVICE
2019-03-29 00:15:00,CNNW,28,CNNW_20190329_000000_Anderson_Cooper_360/start/900,"PRES. TRUMP CALLS INTEL CHAIRMAN A \""PENCIL NECK\""\nNEW DETAILS ON LENGTH OF MUELLER REPORT,. AS DEMOCRATIC LAWMAKERS FIGHT BACK"
2019-03-29 00:15:00,FOXNEWSW,20,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/900,LTRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE
2019-03-29 00:15:00,MSNBCW,62,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/900,I JUSTICE DEPT. OFFICIAL: MUELLER REPORT RUNS OVER 3OO PAGES I
2019-03-29 00:16:00,BBCNEWS,10,BBCNEWS_20190329_000000_Newsday/start/960,Johannesburg !
2019-03-29 00:16:00,MSNBCW,31,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/960,I DOJ OFF|C|AL: MUELLER REPORT RUNS OVER 3OO PAGES '\nI DOJ OFFIClAL: MUELLER REPORT RUNS OVER 3OO PAGES '
2019-03-29 00:17:00,BBCNEWS,4,BBCNEWS_20190329_000000_Newsday/start/1020,NEWSDAV
2019-03-29 00:17:00,CNNW,62,CNNW_20190329_000000_Anderson_Cooper_360/start/1020,"NEW DETAILS ON LENGTH OF MUELLER REPORT,. AS DEMOCRATIC LAWMAKERS FIGHT BACK"
2019-03-29 00:17:00,MSNBCW,8,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/1020,@. . . . Peter Pan BMW Peterpa
2019-03-29 00:18:00,BBCNEWS,20,BBCNEWS_20190329_000000_Newsday/start/1080,"Source: St Jude Global. . \u00ab-\nCHILDHOOD CANCER. 4OO,OOO cases of childhood cancer each year\nDR CARLOS RODRIGUEZ-GALINDO. Director, St Jude Global\nNEWSDAV\nCHILDHOOD..."
2019-03-29 00:19:00,BBCNEWS,11,BBCNEWS_20190329_000000_Newsday/start/1140,CHILDHOOD CANCER. Only half of all cancer cases diagnosed globally\nCHILDHOOD CANCER. 2O% of children cured in lower-middle income countvies\nCHILDHOOD CANCER. 8O% of children cured in high-income...
2019-03-29 00:19:00,CNNW,20,CNNW_20190329_000000_Anderson_Cooper_360/start/1140,"PRES. SPEAKS OUT ABOUT PROPOSAL TO CUT SPECIAL OLYMPICS FUNDING\nINTERIOR SECRETARY NOMINEE QUESTIONED ABOUT CALLING IN FEDERAL. WORKERS DURING SHUTDOWN TO PROCESS, APPROVE DRILLING PERMITS"
2019-03-29 00:19:00,FOXNEWSW,23,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/1140,TRUMP: WE WILL CLOSE THE BORDER IF NEEDED
2019-03-29 00:20:00,BBCNEWS,11,BBCNEWS_20190329_000000_Newsday/start/1200,"CHILDHOOD CANCER. Cancer leading cause of death in young people globally\nCHILDHOOD CANCER. 4OO,OOO cases of childhood cancer each year\nCHILDHOOD CANCER. Only half ol all cancer cases diagnosed..."
2019-03-29 00:20:00,MSNBCW,30,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/1200,SEN. KLOBUCHAR UNVEILS $1 TRILLION. INFRASTRUCTURE PLAN\nSO. I SEN' AMY KLOBUCHAR gyJEEESIDE\ufb01ITIAL CANDIDATE
2019-03-29 00:21:00,BBCNEWS,11,BBCNEWS_20190329_000000_Newsday/start/1260,CHILDHOOD CANCER. War on Cancer Asia Summit 'O progress cancer control\nCHILDHOOD CANCER. Global cure rates currently less than 3O%\nCHILDHOOD CANCER. WHO goal to achieve 6O% survival globally by 2O3O
2019-03-29 00:21:00,FOXNEWSW,37,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/1260,a _. FTRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE
2019-03-29 00:21:00,MSNBCW,44,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/1260,SEN. KLOBUCHAR UNVEILS $1 TRILLION. INFRASTRUCTURE PLAN
2019-03-29 00:22:00,BBCNEWS,29,BBCNEWS_20190329_000000_Newsday/start/1320,Source: Wovld Mmom\u2019omcll Orglmmlon\nSource: Wovld Mammogram Omlmmlon \u2014
2019-03-29 00:22:00,MSNBCW,43,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/1320,SEN. KLOBUCHAR UNVEILS $1 TRILLION. INFRASTRUCTURE PLAN\nSO. I SEN' AMY KLOBUCHAR gygggEESIDE\ufb01ITIAL CANDIDATE
2019-03-29 00:23:00,CNNW,11,CNNW_20190329_000000_Anderson_Cooper_360/start/1380,"PRESIDENT BACKS OFF PROPOSED FUNDING CUTS TO. SPECIAL OLYMPICS: \""I HAVE OVERRIDDEN MY PEOPLE\""\nAnderson Cooper"
2019-03-29 00:23:00,MSNBCW,62,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/1380,SEN. KLOBUCHAR UNVEILS $1 TRILLION. INFRASTRUCTURE PLAN
2019-03-29 00:24:00,BBCNEWS,14,BBCNEWS_20190329_000000_Newsday/start/1440,CLIMATE CHANGE IN 2O18. Record new high in OO2 emissions in 2O18\nCLIMATE CHANGE IN 2O18. Report: Planet not on track to hit climate targets\nCLIMATE CHANGE IN 2O18. World Meteorological Organization...
2019-03-29 00:24:00,CNNW,31,CNNW_20190329_000000_Anderson_Cooper_360/start/1440,"STRIKE THREE\nPRESIDENT BACKS OFF PROPOSED FUNDING CUTS TO. SPECIAL OLYMPICS: \""I HAVE OVERRIDDEN MY PEOPLE\""\nTRIL'KYDIEKg SUNDAY"
2019-03-29 00:24:00,FOXNEWSW,18,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/1440,l TRUMP: WE WILL CLOSE THE BORDER IF NEEDED
2019-03-29 00:24:00,MSNBCW,40,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/1440,SEN. KLOBUCHAR UNVEILS $1 TRILLION. INFRASTRUCTURE PLAN\nSO. I SEN' AMY KLOBUCHAR gygggESIDE\ufb01ITIAL CANDIDATE\nI SEN. KLOBUCHAR ON GREEN NEW DEAL '
2019-03-29 00:25:00,BBCNEWS,9,BBCNEWS_20190329_000000_Newsday/start/1500,CLIMATE CHANGE IN 2O18. Record gveenhouse gas leveis dr\u00e9ve temperatures up\nCLIMATE CHANGE IN 2O18. Report highlights record sea level rise last year\nNEWSDAV
2019-03-29 00:25:00,CNNW,62,CNNW_20190329_000000_Anderson_Cooper_360/start/1500,STRIKE THREE
2019-03-29 00:25:00,MSNBCW,56,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/1500,I SEN. KLOBUCHAR ON RELEASING THE MUELLER REPORT '
2019-03-29 00:26:00,BBCNEWS,15,BBCNEWS_20190329_000000_Newsday/start/1560,"If, F. _ \u201dmi\u201c: FridayO6:OO '"
2019-03-29 00:26:00,MSNBCW,9,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/1560,SO. I SEN' AMY KLOBUCHAR gygggEESID'lE-\ufb01lTIAL CANDIDATE\nSO. I SEN' AMY KLOBUCHAR gygggEESIDE\ufb01ITIAL CANDIDATE
2019-03-29 00:27:00,BBCNEWS,16,BBCNEWS_20190329_000000_Newsday/start/1620,Manny my. . Cooler
2019-03-29 00:27:00,CNNW,54,CNNW_20190329_000000_Anderson_Cooper_360/start/1620,"STRIKE THREE\nPRESIDENT BACKS OFF PROPOSED FUNDING CUTS TO. SPECIAL OLYMPICS: \""I HAVE OVERRIDDEN MY PEOPLE\"
2019-03-29 00:27:00,FOXNEWSW,21,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/1620,u _. \\ TRUMP: WE WILL CLOSE THE BORDER IF NEEDED\nTRUMP: I'M GOING TO SHOW YOU THE NEW WALL
2019-03-29 00:28:00,FOXNEWSW,11,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/1680,l TRUMP: I'M GOING TO SHOW YOU' THE NEW WALL
2019-03-29 00:29:00,CNNW,32,CNNW_20190329_000000_Anderson_Cooper_360/start/1740,"PRESIDENT BACKS OFF PROPOSED FUNDING CUTS TO. SPECIAL OLYMPICS: \""I HAVE OVERRIDDEN MY PEOPLE\""\nPRES. TRUMP SAYS SPECIAL OLYMPICS FUNDING WON'T BE. CUT AFTER DEVOS SPENDS A THIRD DAY DEFENDING THEM"
2019-03-29 00:30:00,CNNW,59,CNNW_20190329_000000_Anderson_Cooper_360/start/1800,"PRESIDENT BACKS OFF PROPOSED FUNDING CUTS TO. SPECIAL OLYMPICS: \""I HAVE OVERRIDDEN MY PEOPLE\"
2019-03-29 00:30:00,FOXNEWSW,47,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/1800,I _. ' TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE\n. L TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE
2019-03-29 00:31:00,MSNBCW,44,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/1860,NBC NEWS: DHS TO ASK CONGRESS FOR AUTHORITY. TO DEPORT UNACCOMPANIED MIGRANT CHILDREN FASTER\nNBC NEWS: DHS TO ASK CONGRESS FOR AUTHORITY TO. DEPORT UNACCOMPANIED MIGRANT CHILDREN FASTER \\
2019-03-29 00:32:00,CNNW,22,CNNW_20190329_000000_Anderson_Cooper_360/start/1920,"PRESIDENT BACKS OFF PROPOSED FUNDING CUTS TO. SPECIAL OLYMPICS: \""I HAVE OVERRIDDEN MY PEOPLE\""\nINTERIOR SECRETARY NOMINEE QUESTIONED ABOUT CALLING IN FEDERAL. WORKERS DURING SHUTDOWN TO PROCESS, APPROVE DRILLING PERMITS"
2019-03-29 00:32:00,FOXNEWSW,21,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/1920,T _ u _. ' TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE
2019-03-29 00:34:00,CNNW,16,CNNW_20190329_000000_Anderson_Cooper_360/start/2040,SUNDAY. 1O ET/ PT
2019-03-29 00:35:00,CNNW,17,CNNW_20190329_000000_Anderson_Cooper_360/start/2100,"855-9O1 -8O66 . PeterPanBMW.com '\nINTERIOR SECRETARY NOMINEE QUESTIONED ABOUT CALLING IN FEDERAL. WORKERS DURING SHUTDOWN TO PROCESS, APPROVE DRILLING PERMITS\nAnderson..."
2019-03-29 00:36:00,CNNW,21,CNNW_20190329_000000_Anderson_Cooper_360/start/2160,"QUESTIONS OF CORRUPTION DOG SECY. OF INTERIOR NOMINEE\nINTERIOR SECRETARY NOMINEE QUESTIONED ABOUT CALLING IN FEDERAL. WORKERS DURING SHUTDOWN TO PROCESS, APPROVE DRILLING PERMITS\nCNN PRIME..."
2019-03-29 00:37:00,CNNW,48,CNNW_20190329_000000_Anderson_Cooper_360/start/2220,"INTERIOR SECRETARY NOMINEE QUESTIONED ABOUT CALLING IN FEDERAL. WORKERS DURING SHUTDOWN TO PROCESS, APPROVE DRILLING PERMITS\nQUESTIONS OF CORRUPTION DOG SECY. OF INTERIOR NOMINEE. . Sen. Mazie Hirono (D) Energy And Natural Resources Committee\nQUESTIONS OF..."
2019-03-29 00:38:00,BBCNEWS,7,BBCNEWS_20190329_003000_HARDtalk/start/480,CAT SMITH. _L._1_b. Lancaster and Fleetwood
2019-03-29 00:38:00,FOXNEWSW,43,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/2280,P- \u2014 l\u2014. \\ TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE
2019-03-29 00:38:00,MSNBCW,9,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/2280,Tell your doctor right away about any symptoms you have while taking\nTell your doctor about any medicines and supplements you tak
2019-03-29 00:39:00,FOXNEWSW,36,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/2340,TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE\n. TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE
2019-03-29 00:39:00,MSNBCW,4,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/2340,1-833-Bl K-IN FO I BIKTARVY.com
2019-03-29 00:40:00,MSNBCW,12,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/2400,1.844.ENTYV|O\nEntyvio.com 1.844.ENTY
2019-03-29 00:42:00,CNNW,3,CNNW_20190329_000000_Anderson_Cooper_360/start/2520,tht to save breakthroughs. lnnovation.org
2019-03-29 00:44:00,BBCNEWS,7,BBCNEWS_20190329_003000_HARDtalk/start/840,ROBERT HALFON
2019-03-29 00:44:00,CNNW,22,CNNW_20190329_000000_Anderson_Cooper_360/start/2640,"PRES. TRUMP ON SMOLLEIT CASE: \""AN EMBARRASSMENT TO OUR COUNTRY\""\nCUOMO. / PRIME TIME NEXT\nPRES. TRUMP ON SMOLLE1T CASE: \""AN EMBARRASSMENT TO OUR COUNTRY\""\nAnderson Cooper"
2019-03-29 00:44:00,MSNBCW,9,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/2640,ACTUAL PATIENTS. RESULTS MAY VARY.
2019-03-29 00:45:00,CNNW,27,CNNW_20190329_000000_Anderson_Cooper_360/start/2700,"PRES. TRUMP ON SMOLLE1T CASE: \""AN EMBARRASSMENT TO OUR COUNTRY\""\nCHICAGO WANTS JUSSIE SMOLLE'I'I' TO PAY. $13O,OOO FOR COST OF INVESTIGATION"
2019-03-29 00:45:00,MSNBCW,8,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/2700,"INCLUDING ALS/LOU GEHRIG'S DISEASE, MVASTHENIA GRAVIS OR LAMBERT-EATON SVNDROP\nPATIENTS WITH THESE CONDITIONS BEFORE INJECTION ARE AT HIGHEST RISK.\nFOR MODERATE TO SEVERE FROWN LINES. mow-s FEET AND FOREHEAD LINES..."
2019-03-29 00:46:00,BBCNEWS,6,BBCNEWS_20190329_003000_HARDtalk/start/960,MARGARET GREENWOOD. Shad Work and Pensions Secretary
2019-03-29 00:46:00,CNNW,62,CNNW_20190329_000000_Anderson_Cooper_360/start/2760,"CHICAGO WANTS JUSSIE SMOLLE'I'I' TO PAY. $13O,OOO FOR COST OF INVESTIGATION"
2019-03-29 00:46:00,MSNBCW,25,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/2760,1'888' I RACI'ON h Tracfone.\nI |.8OO.49JENNY JennyL'
2019-03-29 00:47:00,BBCNEWS,14,BBCNEWS_20190329_003000_HARDtalk/start/1020,ALISON McGOVERN. Lab. Wirral South
2019-03-29 00:47:00,CNNW,55,CNNW_20190329_000000_Anderson_Cooper_360/start/2820,"PRES. TRUMP ON SMOLLE1T CASE: \""AN EMBARRASSMENT TO OUR COUNTRY\""\nCHICAGO WANTS JUSSIE SMOLLE'I'I' TO PAY. $13O,OOO FOR COST OF INVESTIGATION"
2019-03-29 00:47:00,FOXNEWSW,15,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/2820,> MARK STEYN | STEYNONLINE.COM\nTRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE
2019-03-29 00:47:00,MSNBCW,18,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/2820,I |.8OO.49JENNY JennyC
2019-03-29 00:48:00,CNNW,56,CNNW_20190329_000000_Anderson_Cooper_360/start/2880,"CHICAGO WANTS JUSSIE SMOLLE'I'I' TO PAY. $13O,OOO FOR COST OF INVESTIGATION\nPRES. TRUMP ON SMOLLE1T CASE: \""AN EMBARRASSMENT TO OUR COUNTRY\"
2019-03-29 00:48:00,FOXNEWSW,19,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/2880,> MARK STEYN | STEYNONLINE.COM\n> MARK STEYN | STEYNONLINELOM
2019-03-29 00:48:00,MSNBCW,30,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/2880,I WAPO: TRUMP LIED ABOUT NET WORTH TO BANKS AND INVESTORS T\nI MICHAEL COHEN lFORMERTRUMPA'I'I\u2019ORNEY
2019-03-29 00:49:00,MSNBCW,33,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/2940,I WAPO: TRUMP LIED ABOUT NET WORTH TO BANKS AND INVESTORS T\nI WAPO: TRUMP LIED ABOUT NET WORTH TO BANKS AND INVESTORS ;
2019-03-29 00:50:00,CNNW,31,CNNW_20190329_000000_Anderson_Cooper_360/start/3000,"PRES. TRUMP ON SMOLLE1T CASE: \""AN EMBARRASSMENT TO OUR COUNTRY\""\nCUOMO PRIME TIME MINUTES AWAY\nCUOMO PRIME TIME MINUTES AWAY. . Chris Cuomo OW Anchor, Cuomo Prime Time"
2019-03-29 00:50:00,MSNBCW,12,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/3000,I WAPO: TRUMP LIED ABOUT NET WORTH TO BANKS AND INVESTORS '\nI WAPO: TRUMP LIED ABOUT TRUMP TOWER HEIGHT TO INFLATE NET WORTH T
2019-03-29 00:51:00,CNNW,63,CNNW_20190329_000000_Anderson_Cooper_360/start/3060,CUOMO PRIME TIME MINUTES AWAY
2019-03-29 00:51:00,FOXNEWSW,14,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/3060,Fl '. TRUMP HOLDS FIRS'T RALLY SINCE END OF MUELLER PROBE
2019-03-29 00:51:00,MSNBCW,10,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/3060,"KTTAPE.com GET 2O%\nLimited time only. Shipping. processing, and upgrades not included."
2019-03-29 00:52:00,CNNW,20,CNNW_20190329_000000_Anderson_Cooper_360/start/3120,CUOMO PRIME TIME MINUTES AWAY\nINDEPENDENT VOTERS REACT TO RELEASE OF BARR SUMMARY
2019-03-29 00:52:00,FOXNEWSW,17,FOXNEWSW_20190329_000000_Tucker_Carlson_Tonight/start/3120,TRUMP HOLDS FIRST RALLY SINCE END OF MUELLER PROBE\nACEENATION '
2019-03-29 00:52:00,MSNBCW,9,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/3120,u w v - l\\\\.all\\.4' vu. . RenewalByAndersen.com BKQPQEEED
2019-03-29 00:54:00,CNNW,3,CNNW_20190329_000000_Anderson_Cooper_360/start/3240,I GREAT VALUE I
2019-03-29 00:54:00,MSNBCW,27,MSNBCW_20190329_000000_All_In_With_Chris_Hayes/start/3240,PEOPLE ARE DYING\u201d\nf. . L.\u2014 3'\u00bb \u201dPEOPLE ARE DYING\u201d
