date_time_(UTC)	channel	duration	https://archive.org/details/	text
2020-11-24 00:11:00	BBCNEWS	11	BBCNEWS_20201124_000000_BBC_World_News/start/660	US Presidential transition starts. GSA has written a lenerto Joe Biden
2020-11-24 00:11:00	CNNW	9	CNNW_20201124_000000_Erin_Burnett_OutFront/start/660	GSA TELLS BIDEN TRANSITION CAN FORMALLY BEGIN AS TRUMP'S. LEGAL OPTIONS TO OVERTURN ELECTION RESULTS DWINDLE
2020-11-24 00:12:00	BBCNEWS	6	BBCNEWS_20201124_000000_BBC_World_News/start/720	US Presidential transition starts. President TIump: We will keep up the good \ufb01ght\nUS Presidential transition starts. GSA administvatov says decision was \"solely mine\
2020-11-24 00:12:00	CNNW	6	CNNW_20201124_000000_Erin_Burnett_OutFront/start/720	GSA TELLS BIDEN THAT TRANSITION CAN FORMALLY BEGIN. . Josh Shapiro (D) Pennsylvania Attorney General\nGSA TELLS BIDEN TRANSITION CAN FORMALLY BEGIN AS TRUMP'S. LEGAL OPTIONS TO OVERTURN ELECTION RESULTS DWINDLE
2020-11-24 00:12:00	FOXNEWSW	6	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/720	PRESIDENT TRUMP EXPECTED TO REMAIN FIXTURE. . IN POLITICS DURING BIDEN ADMINISTRATION. W.
2020-11-24 00:13:00	BBCNEWS	11	BBCNEWS_20201124_000000_BBC_World_News/start/780	US Presidential transition starts. GSA is govt, agency which helps manage functioning of federal agencies
2020-11-24 00:13:00	CNNW	8	CNNW_20201124_000000_Erin_Burnett_OutFront/start/780	GSA TELLS BIDEN THAT TRANSITION CAN FORMALLY BEGIN;. REPUBLICAN CLOSE TO WH: \"IT IS OVER BLARING WAKE-UP CALL\u201c
2020-11-24 00:14:00	BBCNEWS	7	BBCNEWS_20201124_000000_BBC_World_News/start/840	US Presidential transition starts. General Services Administration oversees transiiion\nUS Presidential transition starts. GSA has written a lenerto Joe Biden
2020-11-24 00:14:00	CNNW	13	CNNW_20201124_000000_Erin_Burnett_OutFront/start/840	GSA TELLS BIDEN THAT TRANSITION CAN FORMALLY BEGIN. . Laurence Tribe Member of Al Gore\u2019s legal team, Bush v. Gore
2020-11-24 00:14:00	MSNBCW	9	MSNBCW_20201124_000000_The_ReidOut/start/840	TRUMP LEGAL CHALLENGES GOING NOWHERE FAST
2020-11-24 00:15:00	BBCNEWS	8	BBCNEWS_20201124_000000_BBC_World_News/start/900	US political commentator\nUS Presidential transition starts. General Services Administralinn says transition can formally begin
2020-11-24 00:15:00	CNNW	9	CNNW_20201124_000000_Erin_Burnett_OutFront/start/900	GSA TELLS BIDEN THAT TRANSITION CAN FORMALLY BEGIN;. REPUBLICAN CLOSE TO WH: \"IT IS OVER BLARING WAKE-UP CALL\
2020-11-24 00:15:00	FOXNEWSW	6	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/900	- 8OO-838-1 O64. . Call to speak with a Licensed Insurance Agent
2020-11-24 00:15:00	MSNBCW	12	MSNBCW_20201124_000000_The_ReidOut/start/900	MICHAEL STEELE y FORMER Rue CHAIR
2020-11-24 00:16:00	BBCNEWS	8	BBCNEWS_20201124_000000_BBC_World_News/start/960	US Presidential transition starts. Emily Murphy's statement contvadicts Trump's tweet\nUS Presidential transition starts. GSA administrator says decision was \"solely mine\
2020-11-24 00:16:00	MSNBCW	9	MSNBCW_20201124_000000_The_ReidOut/start/960	GSA TELLS BIDEN IT IS READY TO BEGIN TRANSITION
2020-11-24 00:17:00	BBCNEWS	6	BBCNEWS_20201124_000000_BBC_World_News/start/1020	US Presidential transition starts. Biden hails step allowing for 'smooth and peaceful transfev of powev'
2020-11-24 00:17:00	MSNBCW	12	MSNBCW_20201124_000000_The_ReidOut/start/1020	PHILADELPHIA CERTIFIES BIDEN VICTORY
2020-11-24 00:18:00	BBCNEWS	4	BBCNEWS_20201124_000000_BBC_World_News/start/1080	US Presidential transition starts. Biden team: This is 'needed step' to begin tackling challenges (acing nation
2020-11-24 00:18:00	CNNW	9	CNNW_20201124_000000_Erin_Burnett_OutFront/start/1080	GSA TELLS BIDEN THAT TRANSITION CAN FORMALLY BEGIN. . Laurence Tribe Member of Al Gore's legal team, Bush v. Gore
2020-11-24 00:20:00	BBCNEWS	9	BBCNEWS_20201124_000000_BBC_World_News/start/1200	US Presidential transition starts. General Services Administminn says transilion can formally begin
2020-11-24 00:21:00	BBCNEWS	12	BBCNEWS_20201124_000000_BBC_World_News/start/1260	US Presidential transition starts. Emily Muvphy's statement contvadicts Trump's tweet
2020-11-24 00:21:00	FOXNEWSW	7	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/1260	THE TIMELINE FOR HERD IMMUNITY. . ONCE VACCINE BECOMES AVAILABLE. I? i W
2020-11-24 00:22:00	BBCNEWS	8	BBCNEWS_20201124_000000_BBC_World_News/start/1320	US Presidential transition starts. GSA had until now refused to give transition go-ahead\nUS Presidential transition starts. Biden team will begin meeting with federal officials
2020-11-24 00:22:00	FOXNEWSW	4	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/1320	. THE TIMELINE FOR COVlD-I9 VACCINE DISTRIBUTION
2020-11-24 00:23:00	BBCNEWS	3	BBCNEWS_20201124_000000_BBC_World_News/start/1380	US Presidential transition starts. General Services Administration says iransiiion can formally begin
2020-11-24 00:23:00	CNNW	11	CNNW_20201124_000000_Erin_Burnett_OutFront/start/1380	GSA TELLS BIDEN HE CAN FINALLY BEGIN FORMAL TRANSITION AS. BIDEN MAKES PICKS FOR NATIONAL SECURITY TEAM & TREASURY
2020-11-24 00:23:00	FOXNEWSW	7	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/1380	THE TIMELINE FOR COVID-I9 VACCINE DISTRIBUTION. . IF \ufb02 7 '
2020-11-24 00:23:00	MSNBCW	8	MSNBCW_20201124_000000_The_ReidOut/start/1380	GSA TELLS BIDEN IT IS READY TO BEGIN TRANSITION
2020-11-24 00:24:00	BBCNEWS	11	BBCNEWS_20201124_000000_BBC_World_News/start/1440	US Presidential transition starts. Biden hails step allowing for 'smooth and peaceful transfev of power'
2020-11-24 00:24:00	FOXNEWSW	8	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/1440	THE TIMELINE FOR COVlD-I9 VACCINE DISTRIBUTION\nFDA GRANTS EMERGENCY AUTHORIZATION FOR. EXPERIMENTAL ANTIBODY TREATMENT GIVEN TO TRUMP
2020-11-24 00:25:00	BBCNEWS	6	BBCNEWS_20201124_000000_BBC_World_News/start/1500	US Presidential transition starts. Biden team will begin meeting with federal officials\nUS Presidential transition starts. Dealing with the pandemic and national sewrity will be top of the agenda
2020-11-24 00:28:00	CNNW	7	CNNW_20201124_000000_Erin_Burnett_OutFront/start/1680	GSA TELLS BIDEN HE CAN BEGIN FORMAL TRANSITION AS HE PICKS. NATL SECURITY TEAM; MA'I'I'IS URGES END TRUMP'S \"AMERICA FIRST\
2020-11-24 00:30:00	CNNW	6	CNNW_20201124_000000_Erin_Burnett_OutFront/start/1800	)UT NEXT
2020-11-24 00:30:00	FOXNEWSW	23	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/1800	PRESIDENT-ELECT BIDEN ANNOUNCES TOP. . FOREIGN POLICY AND NATIONAL SECURITY PICKS
2020-11-24 00:31:00	BBCNEWS	6	BBCNEWS_20201124_003000_HARDtalk/start/60	US Presidential transition starts. General Services Administration says transition can formally begin
2020-11-24 00:33:00	BBCNEWS	6	BBCNEWS_20201124_003000_HARDtalk/start/180	US Presidential transition starts. President Trump: I have told my-team to move ahead\nUS Presidential transition starts. President Trump: We will keep up the good \ufb01ght
2020-11-24 00:33:00	MSNBCW	9	MSNBCW_20201124_000000_The_ReidOut/start/1980	MEDICAL EXPERTS SOUND ALARM ON HOLIDAY TRAVEL & GATHERINGS
2020-11-24 00:34:00	BBCNEWS	8	BBCNEWS_20201124_003000_HARDtalk/start/240	US Presidential transition starts. Biden team: This is 'needed step' to begin tackling challenges (acing nation
2020-11-24 00:34:00	CNNW	8	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2040	U.S. REPORTS RECORD 85,8OO+ HOSPITALIZATIONS AS CASES SURGE
2020-11-24 00:35:00	BBCNEWS	4	BBCNEWS_20201124_003000_HARDtalk/start/300	US Presidential transition starts. Dealing with the pandemic and national setuvily will be top of the agenda
2020-11-24 00:35:00	CNNW	9	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2100	FAUCI CONCERNED THANKSGIVING TRAVEL WILL AMPLIFY CASE SURGE;. TSA: 1 MILLION+ PASSENGERS SUNDAY, A RECORD DURING PANDEMIC
2020-11-24 00:35:00	MSNBCW	7	MSNBCW_20201124_000000_The_ReidOut/start/2100	TRUMP SKIPS GZO PANDEMIC DISCUSSION TO PLAY GOLF
2020-11-24 00:36:00	BBCNEWS	9	BBCNEWS_20201124_003000_HARDtalk/start/360	US Presidential transition starts. General Services Administration says transition can formally begin\nUS Presidential transition starts. GSA: Transition as president-elect can fmmally begin
2020-11-24 00:36:00	CNNW	5	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2160	U.S. REPORTS NEARLY 15O,OOO NEW CORONAVIRUS CASES AS. ASTRAZENECA ANNOUNCES VACCINE IS 7O% EFFECTIVE ON AVERAGE
2020-11-24 00:36:00	FOXNEWSW	13	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/2160	8OO-946-812O7a12izi\u00e9'w. . Call to Speak with a Licensed Insurance Agent
2020-11-24 00:36:00	MSNBCW	10	MSNBCW_20201124_000000_The_ReidOut/start/2160	MEDICAL EXPERTS SOUND ALARM ON HOLIDAY TRAVEL & GATHERINGS
2020-11-24 00:37:00	BBCNEWS	9	BBCNEWS_20201124_003000_HARDtalk/start/420	US Presidential transition starts. Emily Murphy's statement contvadicts Trump's tweet\nUS Presidential transition starts. Biden hails step allowing for 'smooth and peaceful transfev of power'
2020-11-24 00:37:00	CNNW	4	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2220	U.S. REPORTS RECORD 85 8OO+ HOSPITALIZATIONS AS CASES SURGE. . Adrian Hill Lead researcher for AstraZeneca's Oxford vaccine trial\nU.S. REPORTS RECORD 85 8OO+ HOSPITALIZATIONS AS CASES SURGE. . Adrian Hill Professor of Human Genetics
2020-11-24 00:37:00	MSNBCW	5	MSNBCW_20201124_000000_The_ReidOut/start/2220	MANY AMERICANS IGNORING PRECAUTIONS DESPITE COVID SURGE
2020-11-24 00:38:00	BBCNEWS	5	BBCNEWS_20201124_003000_HARDtalk/start/480	US Presidential transition starts. GSA is govt, agency which helps manage functioning of federal agencies
2020-11-24 00:38:00	CNNW	13	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2280	ASTRAZENECA: EARLY DATA SHOWS VACCINE IS ABOUT 7O% EFFECTIVE. . Adrian Hill Lead researcher for AstraZeneca's Oxford vaccine trial
2020-11-24 00:38:00	MSNBCW	9	MSNBCW_20201124_000000_The_ReidOut/start/2280	SOME DOCTORS WORKING ON VACCINES ARE MUSLIM IMMIGRANTS
2020-11-24 00:39:00	BBCNEWS	5	BBCNEWS_20201124_003000_HARDtalk/start/540	US Presidential transition starts. GSA has written a letterto Joe Biden
2020-11-24 00:39:00	CNNW	9	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2340	U.S. REPORTS RECORD 85 8OO+ HOSPITALIZATIONS AS CASES SURGE. . Adrian Hill Lead researcher for AstraZeneca's Oxford vaccine trial
2020-11-24 00:39:00	MSNBCW	13	MSNBCW_20201124_000000_The_ReidOut/start/2340	U.S. PASSES 12M COVID CASES ON WEEK BEFORE THANKSGIVING
2020-11-24 00:40:00	BBCNEWS	7	BBCNEWS_20201124_003000_HARDtalk/start/600	US Presidential transition starts. GSA administrator says decision was \"solely mine\"\nUS Presidential transition starts. President Trump: We will keep up the good \ufb01ght
2020-11-24 00:40:00	FOXNEWSW	12	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/2400	ANALYZING PENNSYLVANIA MAIL-IN VOTER DATA. . '
2020-11-24 00:41:00	BBCNEWS	10	BBCNEWS_20201124_003000_HARDtalk/start/660	US Presidential transition starts. Biden team will begin meeting with federal officials
2020-11-24 00:42:00	BBCNEWS	4	BBCNEWS_20201124_003000_HARDtalk/start/720	US Presidential transition starts. Transi\ufb01on given 9O ahead by GSA
2020-11-24 00:43:00	BBCNEWS	11	BBCNEWS_20201124_003000_HARDtalk/start/780	US Presidential transition starts. President Trump: I have told my team to move ahead
2020-11-24 00:44:00	BBCNEWS	6	BBCNEWS_20201124_003000_HARDtalk/start/840	US Presidential transition starts. Biden team: This is 'needed step' to begin tackling challenges (acing nation\nUS Presidential transition starts. Biden team will begin meeting with federal officials
2020-11-24 00:44:00	CNNW	12	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2640	GEORGIA TO BEGIN TRUMP-REQUESTED RECOUNT TOMORROW AS GSA. TELLS PRESIDENT-ELECT BIDEN TRANSITION CAN FORMALLY BEGIN
2020-11-24 00:44:00	FOXNEWSW	10	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/2640	. MAIL-IN VOTING & THE 2O2O ELECTION RESULTS. . {\u2014 _
2020-11-24 00:45:00	BBCNEWS	6	BBCNEWS_20201124_003000_HARDtalk/start/900	US Presidential transition starts. Biden team will begin meeting with federal officials
2020-11-24 00:45:00	CNNW	5	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2700	GEORGIA TO BEGIN TRUMP-REQUESTED RECOUNT TOMORROW. AS GSA TELLS BIDEN TRANSITION CAN FORMALLY BEGIN
2020-11-24 00:46:00	BBCNEWS	9	BBCNEWS_20201124_003000_HARDtalk/start/960	US Presidential transition starts. General Services Administminn says transition can formally begin\nUS Presidential transition starts. GSA: Transition as president-elect can fovmally begin
2020-11-24 00:46:00	CNNW	10	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2760	GEORGIA TO BEGIN TRUMP-REQUESTED RECOUNT AT 9AM TOMORROW. . Lt. Gov. Geoff Duncan (R) Georgia
2020-11-24 00:47:00	BBCNEWS	6	BBCNEWS_20201124_003000_HARDtalk/start/1020	US Presidential transition starts. Emily Murphy's statement contvadicts Trump's tweet
2020-11-24 00:47:00	CNNW	4	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2820	GEORGIA TO BEGIN TRUMP-REQUESTED RECOUNT TOMORROW. AS GSA TELLS BIDEN TRANSITION CAN FORMALLY BEGIN
2020-11-24 00:47:00	FOXNEWSW	8	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/2820	PRESIDENT TRUMP: I HAVE TOLD GSA TO DO WHAT. , NEEDS TO BE DONE WITH REGARD TO INITIAL PROTOCOLS. I I
2020-11-24 00:47:00	MSNBCW	9	MSNBCW_20201124_000000_The_ReidOut/start/2820	GDP TRYING TO DISENFRANCHISE MINORITY VOTERS
2020-11-24 00:48:00	BBCNEWS	4	BBCNEWS_20201124_003000_HARDtalk/start/1080	US Presidential transition starts. GSA had until now refused to give transition go-ahead
2020-11-24 00:48:00	FOXNEWSW	8	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/2880	. SEN RAND PAUL ON 2O2O VOTE INTEGRITY. . [\u2014 '
2020-11-24 00:49:00	BBCNEWS	8	BBCNEWS_20201124_003000_HARDtalk/start/1140	US Presidential transition starts. GSA: Transition as president-elect can fovmally begin
2020-11-24 00:49:00	CNNW	9	CNNW_20201124_000000_Erin_Burnett_OutFront/start/2940	GEORGIA TO BEGIN TRUMP-REQUESTED RECOUNT AT 9AM TOMORROW. . Lt. Gov. Geoff Duncan (R) Georgia
2020-11-24 00:50:00	BBCNEWS	11	BBCNEWS_20201124_003000_HARDtalk/start/1200	US Presidential transition starts. President TIump: We will keep up the good \ufb01ght
2020-11-24 00:50:00	CNNW	14	CNNW_20201124_000000_Erin_Burnett_OutFront/start/3000	GEORGIA TO BEGIN TRUMP-REQUESTED RECOUNT AT 9AM TOMORROW
2020-11-24 00:50:00	MSNBCW	13	MSNBCW_20201124_000000_The_ReidOut/start/3000	CUVID RELIEF IN lIMBD WITH BENEFITS ABOUT TU EXPIRE
2020-11-24 00:51:00	BBCNEWS	7	BBCNEWS_20201124_003000_HARDtalk/start/1260	US Presidential transition starts. Biden team will begin meeting with federal officials
2020-11-24 00:52:00	BBCNEWS	10	BBCNEWS_20201124_003000_HARDtalk/start/1320	US Presidential transition starts. Transi'ion given 9O ahead by GSA
2020-11-24 00:52:00	CNNW	4	CNNW_20201124_000000_Erin_Burnett_OutFront/start/3120	GA TO BEGIN TRUMP-REQUESTED RECOUNT TOMORROW AFTER FIRST. RECOUNT NETI'ED TRUMP 496 MORE VOTES, STILL CONFIRMED BIDEN WIN
2020-11-24 00:53:00	BBCNEWS	10	BBCNEWS_20201124_003000_HARDtalk/start/1380	US Presidential transition starts. President Trump: | recommend GSA do what needs to be done
2020-11-24 00:54:00	BBCNEWS	11	BBCNEWS_20201124_003000_HARDtalk/start/1440	US Presidential transition starts. Emily Murphy's smement contvadicts Trump's tweet
2020-11-24 00:55:00	BBCNEWS	8	BBCNEWS_20201124_003000_HARDtalk/start/1500	US Presidential transition starts. GSA had until now refused to give transition go-ahead\nUS Presidential transition starts. Biden team will begin meeting with federal officials
2020-11-24 00:55:00	MSNBCW	10	MSNBCW_20201124_000000_The_ReidOut/start/3300	GSA TELLS BIDEN IT IS READY TO BEGIN TRANSITION
2020-11-24 00:56:00	BBCNEWS	7	BBCNEWS_20201124_003000_HARDtalk/start/1560	EB. NEWS
2020-11-24 00:56:00	CNNW	6	CNNW_20201124_000000_Erin_Burnett_OutFront/start/3360	GIULIANI ADMITS HE'S \"EXAGGERATING A BIT\". AS HE SPOUTS BASELESS VOTER FRAUD CLAIMS
2020-11-24 00:56:00	FOXNEWSW	11	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/3360	L1H]\u2014. . GOV CUOMO ACCEPTS EMMY FOR COVID-19 BRIEFINGS
2020-11-24 00:57:00	CNNW	8	CNNW_20201124_000000_Erin_Burnett_OutFront/start/3420	Rep. Val Demings | (D) Florida
2020-11-24 00:57:00	FOXNEWSW	4	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/3420	. GOV CUOMO ACCEPTS EMMY FOR COVlD-I9 BRIEFINGS. . [\u2014W
2020-11-24 00:58:00	CNNW	12	CNNW_20201124_000000_Erin_Burnett_OutFront/start/3480	GIULIANI ADMITS HE'S \"EXAGGERATING A BIT\". AS HE SPOUTS BASELESS VOTER FRAUD CLAIMS
2020-11-24 00:59:00	CNNW	3	CNNW_20201124_000000_Erin_Burnett_OutFront/start/3540	Rep. Val Demings | (D) Florida\nRep. Val Demings I (D) Fmr. House Impeachment Manager
2020-11-24 01:00:00	FOXNEWSW	5	FOXNEWSW_20201124_000000_The_Story_With_Martha_MacCallum/start/3600	REMAINS OF MARINE MISSING SINCE. WWII RETURN HOME AFTER 77 YEARS. . \\ TheStorv\u00a9foxnewn . com '\\
2020-11-24 01:01:00	CNNW	12	CNNW_20201124_010000_Anderson_Cooper_360/start/60	GSA SAYS BIDEN TRANSITION CAN FORMALLY BEGIN
2020-11-24 01:02:00	BBCNEWS	6	BBCNEWS_20201124_010000_BBC_World_News/start/120	US Presidential transition starts. President Tvumpz We will keep up the good \ufb01ght
2020-11-24 01:02:00	MSNBCW	5	MSNBCW_20201124_010000_All_In_With_Chris_Hayes/start/120	TRUMP RECOGNIZES TRANSFER OF POWER TO BIDEN\nTRUMP KEEPS LOSING IN COURT AS LEGAL TEAM DISAVOWS OWN LAWYER
2020-11-24 01:03:00	BBCNEWS	10	BBCNEWS_20201124_010000_BBC_World_News/start/180	US Presidential transition starts. Biden team: This is 'needed step' to begin tackling challenges (acing nation\nUS Presidential transition starts. Biden team will begin meeting with federal officials
2020-11-24 01:03:00	MSNBCW	13	MSNBCW_20201124_010000_All_In_With_Chris_Hayes/start/180	BIDEN ANNOUNCES PICKS FOR KEY POSTS IN NEW ADMINISTRATION
2020-11-24 01:04:00	BBCNEWS	5	BBCNEWS_20201124_010000_BBC_World_News/start/240	US Presidential transition starts. Transi'ion given 9O ahead by GSA\nUS Presidential transition starts. Dealing with the pandemic and national sewvity will be top of the agenda
2020-11-24 01:04:00	CNNW	7	CNNW_20201124_010000_Anderson_Cooper_360/start/240	GSA TELLS BIDEN THAT TRANSITION CAN FORMALLY BEGIN;. REPUBLICAN CLOSE TO WH: \"IT IS OVER BLARING WAKE-UP CALL\"\nGSA TELLS BIDEN TRANSITION CAN FORMALLY BEGIN, FIRST. STEP TRUMP ADMIN. HAS TAKEN TO ACKNOWLEDGE DEFEAT
2020-11-24 01:04:00	MSNBCW	7	MSNBCW_20201124_010000_All_In_With_Chris_Hayes/start/240	RECORD COVID HOSPITALIZATIONS IN U.S. FOR 14TH STRAIGHT DAY
2020-11-24 01:05:00	BBCNEWS	10	BBCNEWS_20201124_010000_BBC_World_News/start/300	US Presidential transition starts. General Services Administration says transition can formally begin
2020-11-24 01:06:00	BBCNEWS	11	BBCNEWS_20201124_010000_BBC_World_News/start/360	US Presidential transition starts. GSA administrator says decision was \"solely mine\
2020-11-24 01:06:00	CNNW	6	CNNW_20201124_010000_Anderson_Cooper_360/start/360	GSA SAYS BIDEN TRANSITION CAN FORMALLY BEGIN. . Maggie Haberman New York Times White House Correspondent
2020-11-24 01:06:00	FOXNEWSW	6	FOXNEWSW_20201124_010000_Tucker_Carlson_Tonight/start/360	BIG TECH'S ELECTION INTERFERENCE
2020-11-24 01:06:00	MSNBCW	10	MSNBCW_20201124_010000_All_In_With_Chris_Hayes/start/360	TRUMP RECOGNIZES TRANSFER OF POWER TO BIDEN\nBIDEN PICKS TONY BLINKEN AS SECRETARY OF STATE
2020-11-24 01:07:00	CNNW	12	CNNW_20201124_010000_Anderson_Cooper_360/start/420	GSA TELLS BIDEN THAT TRANSITION CAN FORMALLY BEGIN AS. MICHIGAN, MULTIPLE PA COUNTIES CERTIFY ELECTION RESULTS
2020-11-24 01:07:00	FOXNEWSW	5	FOXNEWSW_20201124_010000_Tucker_Carlson_Tonight/start/420	DR ROBERT EPSTEIN: WE FOUND SIGNIFICANT. LIBERAL BIAS IN GOOGLE SEARCH RESULTS. . < TUCKER CARLSGN tonight\u00bb Samara?
2020-11-24 01:07:00	MSNBCW	8	MSNBCW_20201124_010000_All_In_With_Chris_Hayes/start/420	TRUMP ADMIN. AGREES TO START FORMAL TRANSITION TO BIDEN
2020-11-24 01:08:00	BBCNEWS	11	BBCNEWS_20201124_010000_BBC_World_News/start/480	US Presidential transition starts. Dealing with the pandemic and natinna| seturity will be top of the agenda
2020-11-24 01:08:00	CNNW	6	CNNW_20201124_010000_Anderson_Cooper_360/start/480	GSA TELLS BIDEN TRANSITION CAN FORMALLY BEGIN, FIRST. STEP TRUMP ADMIN. HAS TAKEN TO ACKNOWLEDGE DEFEAT
2020-11-24 01:08:00	MSNBCW	5	MSNBCW_20201124_010000_All_In_With_Chris_Hayes/start/480	TRUMP RECOGNIZES TRANSFER OF POWER TO BIDEN
